序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
5169,002110,三钢闽光,3.77,-3.58,-0.14,217255.0,82453867.41,4.09,3.91,3.75,3.9,3.91,0.72,0.89,30.33,0.48,9157617376.0,9157617376.0,-0.26,-0.26,15.29,13.55
5170,601398,工商银行,7.01,-3.58,-0.26,6449971.0,4547350160.0,3.58,7.23,6.97,7.22,7.27,2.39,0.24,7.42,0.67,2498407862194.0,1889981609898.0,0.0,0.14,2.79,3.39
5171,300180,华峰超纤,7.25,-3.59,-0.27,1694675.0,1252643934.04,4.39,7.58,7.25,7.54,7.52,0.61,11.41,51.47,2.72,12767686124.0,10770536142.0,0.0,-0.41,20.83,15.08
5172,002354,天娱数科,6.44,-3.59,-0.24,2761783.0,1807656353.24,5.09,6.74,6.4,6.57,6.68,1.14,17.03,508.21,8.69,10655532681.0,10441215444.0,0.0,0.0,5.57,19.93
5173,600425,青松建化,3.72,-3.63,-0.14,324246.0,121428118.0,2.33,3.8,3.71,3.8,3.86,1.95,2.35,-26.87,0.94,5969497790.0,5129099120.0,0.0,0.0,-1.59,-5.1
5174,002461,珠江啤酒,10.58,-3.64,-0.4,199228.0,212493545.2,5.19,11.12,10.55,11.0,10.98,1.24,0.9,37.28,2.2,23417015318.0,23417015318.0,0.19,-0.19,15.88,6.98
5175,600589,大位科技,7.13,-3.65,-0.27,3022930.0,2153247714.0,7.3,7.36,6.82,7.0,7.4,1.36,20.45,51.62,14.7,10541490316.0,10541490316.0,0.0,0.42,103.71,55.68
5176,301283,聚胶股份,28.7,-3.69,-1.1,30028.0,87545698.13,3.83,29.82,28.68,29.79,29.8,1.25,6.61,16.16,1.48,2296000000.0,1304592337.0,0.07,-0.17,12.64,13.84
5177,301093,华兰股份,27.66,-3.69,-1.06,24351.0,68254127.0,5.01,28.87,27.43,28.75,28.72,1.05,2.76,47.52,1.54,3493705336.0,2442131715.0,0.66,0.62,13.55,16.22
5178,600210,紫江企业,6.27,-3.69,-0.24,504077.0,319135360.0,3.84,6.51,6.26,6.48,6.51,2.53,3.32,14.05,1.5,9509935711.0,9509935711.0,0.0,0.0,-2.49,-5.14
5179,301037,保立佳,12.22,-3.7,-0.47,49800.0,61568771.8,5.67,12.88,12.16,12.88,12.69,1.65,7.33,-41.19,2.74,1704711727.0,830733918.0,-0.49,-1.37,19.8,18.53
5180,301209,联合化学,94.36,-3.71,-3.64,69544.0,663691785.14,6.09,98.97,93.0,93.0,98.0,1.21,28.39,114.08,10.11,7548800000.0,2311820000.0,-0.22,-0.06,209.38,248.84
5181,600867,通化东宝,7.23,-3.73,-0.28,294859.0,214928879.0,3.6,7.49,7.22,7.43,7.51,2.27,1.51,32.43,2.18,14160264654.0,14160264654.0,-0.14,0.14,-5.98,-10.3
5182,000698,沈阳化工,3.61,-3.73,-0.14,505181.0,181974836.5,4.0,3.7,3.55,3.7,3.75,1.63,6.43,22.86,2.09,2958446966.0,2836414808.0,-0.28,-0.28,11.76,7.12
5183,688710,益诺思,30.57,-3.75,-1.19,15692.0,47325078.0,5.35,30.8,29.1,29.1,31.76,1.44,5.57,195.24,1.8,4309746831.0,861949397.0,0.0,-0.07,-8.96,-13.91
5184,688368,晶丰明源,99.46,-3.77,-3.9,16379.0,163428842.0,6.98,105.0,97.79,103.32,103.36,0.92,1.86,-326.97,7.29,8735220706.0,8735220706.0,0.07,0.04,22.49,12.38
5185,300746,汉嘉设计,12.99,-3.78,-0.51,162643.0,215416837.07,4.81,13.59,12.94,13.4,13.5,0.92,7.33,71.66,3.87,2932340881.0,2882276005.0,-0.08,0.15,26.73,13.85
5186,002908,德生科技,9.41,-3.78,-0.37,430123.0,411376550.68,4.5,9.84,9.4,9.56,9.78,1.43,13.79,155.87,3.6,4059775948.0,2935824451.0,0.11,0.0,9.55,7.42
5187,002205,国统股份,9.14,-3.79,-0.36,172291.0,158961876.23,3.37,9.35,9.03,9.25,9.5,1.18,9.27,-13.47,4.86,1698607104.0,1698607104.0,-0.44,-0.76,11.46,2.58
5188,688288,鸿泉物联,33.49,-3.79,-1.32,64180.0,218541570.0,7.47,35.4,32.8,34.99,34.81,1.27,6.38,41.71,4.5,3370564881.0,3370564881.0,0.0,-0.15,75.16,108.01
5189,601567,三星医疗,25.6,-3.8,-1.01,145384.0,375511247.0,4.89,26.72,25.42,26.72,26.61,1.34,1.04,18.46,2.87,36121768218.0,35916950067.0,0.0,0.08,-15.87,-16.78
5190,002938,鹏鼎控股,28.57,-3.8,-1.13,352968.0,993345223.69,3.97,28.88,27.7,28.88,29.7,2.38,1.53,33.92,2.03,66241282513.0,65867963951.0,-0.49,-0.38,-29.44,-21.68
5191,688598,金博股份,24.5,-3.81,-0.97,54066.0,135850565.0,6.83,26.13,24.39,25.39,25.47,1.18,2.65,-14.62,0.98,5001868942.0,5001868942.0,0.0,0.41,28.0,16.33
5192,688799,华纳药厂,42.93,-3.83,-1.71,48359.0,209566828.0,6.68,45.53,42.55,45.53,44.64,0.87,5.16,24.43,2.17,4026834000.0,4026834000.0,0.26,0.63,2.48,2.51
5193,300849,锦盛新材,13.07,-3.83,-0.52,54332.0,72310442.0,5.45,13.8,13.06,13.74,13.59,1.25,4.47,-127.76,3.3,1960500000.0,1587587061.0,-0.23,-0.46,-5.7,-6.98
5194,688313,仕佳光子,25.85,-3.83,-1.03,396170.0,1034733524.0,4.58,26.94,25.71,26.6,26.88,0.61,8.63,31.82,9.18,11860040179.0,11860040179.0,-0.35,-0.27,33.38,57.72
5195,000766,通化金马,17.47,-3.85,-0.7,311590.0,550751785.3,6.05,18.32,17.22,18.17,18.17,2.32,3.23,364.44,7.45,16884662531.0,16876154187.0,0.0,-0.06,17.96,11.27
5196,000680,山推股份,8.71,-3.86,-0.35,414576.0,361263616.26,6.07,9.05,8.5,8.9,9.06,1.97,3.15,11.98,2.37,13067851759.0,11451052713.0,-0.11,-0.11,-13.16,-9.93
5197,836247,华密新材,25.02,-3.88,-1.01,76525.0,191128916.64,5.84,25.95,24.43,25.46,26.03,1.16,8.71,80.32,6.55,3032119256.0,2198587514.0,0.08,-0.04,20.52,20.46
5198,603912,佳力图,8.07,-3.93,-0.33,264087.0,213278510.0,5.0,8.25,7.83,8.09,8.4,1.78,4.87,-85.19,2.4,4372388865.0,4372388865.0,-0.12,0.12,0.37,-2.54
5199,002421,达实智能,3.17,-3.94,-0.13,1012638.0,320624909.88,4.85,3.25,3.09,3.21,3.3,2.71,5.05,-40.51,2.0,6722243796.0,6361212863.0,-0.31,0.0,-1.25,-7.58
5200,600272,开开实业,13.18,-3.94,-0.54,98031.0,130350625.0,5.69,13.87,13.09,13.71,13.72,2.2,6.13,100.36,5.11,3202740000.0,2108800000.0,0.15,0.15,-1.27,-13.4
5201,000767,晋控电力,2.65,-3.99,-0.11,543182.0,146094060.44,4.35,2.77,2.65,2.7,2.76,0.67,1.87,33.57,1.36,8153896880.0,7717453055.0,-0.38,0.0,6.43,4.74
5202,300266,兴源环境,2.62,-4.03,-0.11,422063.0,111186892.0,4.03,2.71,2.6,2.68,2.73,0.64,2.72,-39.34,62.29,4070975163.0,4068636420.0,0.0,0.0,1.55,-8.07
5203,000953,河化股份,5.69,-4.05,-0.24,411926.0,243540320.6,12.31,6.4,5.67,5.96,5.93,0.8,11.25,382.38,14.19,2083235290.0,2083235290.0,-0.18,-0.35,6.95,1.79
5204,688789,宏华数科,62.02,-4.05,-2.62,33804.0,211400666.0,6.14,65.5,61.53,65.41,64.64,2.64,1.88,25.68,3.41,11129571611.0,11129571611.0,-0.02,-0.24,-10.51,-6.57
5205,002742,*ST三圣,3.78,-4.06,-0.16,204992.0,77847948.0,4.31,3.91,3.74,3.74,3.94,2.16,4.75,-4.96,-3.32,1632960000.0,1632423550.0,0.0,-0.26,-0.53,-8.03
5206,002886,沃特股份,19.38,-4.06,-0.82,376316.0,725136928.22,4.36,19.76,18.88,19.69,20.2,1.66,18.0,208.64,2.86,5100885090.0,4051934818.0,-0.05,-0.1,13.13,16.61
5207,000973,佛塑科技,6.37,-4.07,-0.27,530136.0,344363170.32,8.89,6.88,6.29,6.85,6.64,2.08,5.48,77.37,2.14,6162485599.0,6162485599.0,0.0,0.95,14.16,7.24
5208,000791,甘肃能源,6.6,-4.07,-0.28,625300.0,420378027.39,4.94,6.91,6.57,6.86,6.88,0.92,3.91,11.16,1.52,21409342297.0,10563463581.0,-0.15,-0.15,8.91,9.45
5209,002140,东华科技,9.65,-4.08,-0.41,158059.0,154321132.3,4.08,10.06,9.65,10.0,10.06,1.2,2.91,14.16,1.53,6832333865.0,5244209925.0,-0.1,-0.1,5.12,-2.33
5210,300829,金丹科技,18.45,-4.11,-0.79,102593.0,193327552.05,7.48,19.87,18.43,19.82,19.24,1.17,7.76,22.98,2.0,3549811697.0,2437862005.0,-0.11,-0.11,17.22,-1.81
5211,601825,沪农商行,8.4,-4.11,-0.36,389301.0,330610249.0,4.57,8.8,8.4,8.76,8.76,1.28,0.42,5.68,0.65,81013333338.0,78259302316.0,-0.12,-0.12,0.6,-1.29
5212,601006,大秦铁路,6.49,-4.14,-0.28,1507174.0,980484093.0,1.92,6.57,6.44,6.57,6.77,3.1,0.75,12.71,0.79,130755183377.0,130755183377.0,-0.15,0.0,-2.41,-4.28
5213,000895,双汇发展,24.98,-4.14,-1.08,294213.0,739731321.51,3.42,25.86,24.97,25.85,26.06,3.04,0.85,19.03,4.4,86547237101.0,86533811125.0,-0.08,-0.04,-2.46,-0.91
5214,601169,北京银行,6.0,-4.15,-0.26,2066925.0,1249687219.0,3.67,6.22,5.99,6.21,6.26,3.34,0.98,4.13,0.46,126857905632.0,126857905632.0,-0.33,0.0,0.17,-0.5
5215,300703,创源股份,15.24,-4.15,-0.66,253372.0,394090467.25,6.04,16.15,15.19,15.71,15.9,0.93,14.93,33.52,3.03,2749171642.0,2585642525.0,0.0,0.07,0.2,6.8
5216,600490,鹏欣资源,4.81,-4.18,-0.21,1427701.0,700634081.0,5.78,5.08,4.79,4.99,5.02,0.68,7.16,24.69,1.72,10643986850.0,9584508867.0,-0.41,-0.41,52.7,46.2
5217,600399,抚顺特钢,4.99,-4.22,-0.22,694403.0,347717529.0,2.11,5.07,4.96,5.01,5.21,2.3,3.52,-19.64,1.58,9840779000.0,9840779000.0,-0.2,0.2,-6.9,-13.97
5218,600284,浦东建设,6.35,-4.22,-0.28,317990.0,202983594.0,3.77,6.58,6.33,6.56,6.63,2.38,3.28,12.91,0.78,6161125600.0,6161125600.0,0.0,0.0,4.27,1.28
5219,300758,七彩化学,13.96,-4.25,-0.62,272543.0,384632331.84,3.77,14.46,13.91,14.36,14.58,1.0,7.71,46.03,3.25,5668298800.0,4936912455.0,-0.07,-0.07,2.72,16.53
5220,002537,海联金汇,6.95,-4.27,-0.31,2027362.0,1435698678.35,5.79,7.35,6.93,7.26,7.26,0.7,17.27,40.28,2.01,8159416378.0,8159416378.0,0.0,0.14,25.23,20.87
5221,002707,众信旅游,7.92,-4.35,-0.36,884036.0,705353295.68,4.47,8.2,7.83,8.09,8.28,0.84,10.71,102.62,8.86,7783103061.0,6535641222.0,-0.13,0.0,7.46,7.17
5222,688549,中巨芯-U,6.79,-4.37,-0.31,276842.0,189741367.0,5.63,7.11,6.71,7.1,7.1,4.44,4.79,-2118.31,3.31,10030704040.0,3922827365.0,0.0,-0.29,-18.29,-20.31
5223,002564,天沃科技,5.83,-4.43,-0.27,1478083.0,903296462.38,12.79,6.58,5.8,6.23,6.1,0.96,17.21,68.06,31.87,5007413101.0,5007413101.0,-0.68,0.34,41.16,31.01
5224,000632,三木集团,3.22,-4.45,-0.15,832686.0,273060932.87,7.12,3.44,3.2,3.2,3.37,1.91,17.89,-12.85,1.52,1498973015.0,1498850771.0,-0.62,-0.31,-8.78,-12.26
5225,300834,星辉环材,19.87,-4.47,-0.93,30973.0,62271683.24,4.18,20.71,19.84,20.71,20.8,1.5,4.5,52.36,1.29,3849064454.0,1368751110.0,-0.05,-0.05,1.58,0.56
5226,600409,三友化工,4.86,-4.52,-0.23,480813.0,236643967.0,3.93,5.05,4.85,5.05,5.09,3.37,2.33,-131.9,0.72,10032738317.0,10032738317.0,0.0,0.21,-9.5,-10.0
5227,301131,聚赛龙,43.8,-4.53,-2.08,112874.0,525147581.88,13.99,50.0,43.58,49.0,45.88,4.61,36.65,33.12,2.45,2093242646.0,1348955510.0,-0.21,-0.18,26.55,26.96
5228,688072,拓荆科技,156.38,-4.53,-7.42,52653.0,823910463.0,4.9,160.53,152.5,160.2,163.8,2.22,1.88,-74.42,8.44,43744039473.0,43744039473.0,0.17,0.17,9.62,1.76
5229,002114,罗平锌电,5.89,-4.54,-0.28,173191.0,102441419.08,3.89,6.07,5.83,5.99,6.17,2.42,5.36,-10.58,2.12,1904798123.0,1904771947.0,-0.17,0.0,1.38,4.43
5230,603256,宏和科技,9.02,-4.55,-0.43,158241.0,144284832.0,3.92,9.36,8.99,9.36,9.45,1.08,1.8,64.26,5.36,7935142050.0,7935142050.0,0.0,0.0,4.76,8.02
5231,601020,华钰矿业,17.7,-4.58,-0.85,608992.0,1088963507.0,2.96,18.24,17.69,18.2,18.55,1.19,7.43,79.47,4.26,14513375155.0,14513375155.0,0.0,-0.17,28.17,40.25
5232,002734,利民股份,13.31,-4.59,-0.64,616193.0,828354308.24,6.88,14.03,13.07,13.75,13.95,1.03,16.97,12.48,1.75,5396482786.0,4834378926.0,0.0,-0.08,61.53,67.0
5233,603648,畅联股份,9.94,-4.61,-0.48,220517.0,222884523.0,6.81,10.65,9.94,10.61,10.42,0.83,6.08,28.42,1.92,3602383232.0,3602383232.0,-0.1,-0.1,5.86,-3.12
5234,603759,海天股份,7.88,-4.72,-0.39,144405.0,115118873.0,5.68,8.33,7.86,8.29,8.27,2.94,3.13,18.23,1.3,3638668800.0,3638668800.0,0.0,0.13,14.53,-11.76
5235,000622,*ST恒立,1.78,-4.81,-0.09,4566.0,812748.0,0.0,1.78,1.78,1.78,1.87,0.06,0.11,-35.01,4.54,756902280.0,756902280.0,0.0,0.0,-22.61,-14.42
5236,688569,铁科轨道,20.71,-4.83,-1.05,26496.0,55027767.0,2.3,21.0,20.5,20.7,21.76,2.68,1.26,50.2,1.52,4362907357.0,4362907357.0,0.0,-0.14,3.29,-2.45
5237,834261,一诺威,14.12,-4.85,-0.72,108296.0,155112878.66,4.92,14.74,14.01,14.5,14.84,0.99,6.34,19.62,2.58,4110794402.0,2413032966.0,-0.07,-0.21,50.21,42.77
5238,600149,廊坊发展,4.51,-4.85,-0.23,298487.0,136557949.0,4.01,4.69,4.5,4.6,4.74,1.09,7.85,60.93,7.17,1714521600.0,1714521600.0,0.0,-0.22,5.87,10.54
5239,000820,*ST节能,1.96,-4.85,-0.1,21363.0,4187148.0,0.0,1.96,1.96,1.96,2.06,0.18,0.73,-172.04,8.66,1261495594.0,576302522.0,0.0,0.0,-34.67,-43.84
5240,000539,粤电力Ａ,4.29,-4.88,-0.22,555243.0,239332160.55,1.77,4.36,4.28,4.33,4.51,1.4,2.17,-14.71,0.99,22523718300.0,10956216624.0,-0.23,-0.23,-2.5,-5.3
5241,600228,*ST返利,3.11,-4.89,-0.16,11311.0,3517721.0,0.0,3.11,3.11,3.11,3.27,0.04,0.27,-23.32,2.94,1303937092.0,1295841706.0,0.0,0.0,-34.94,-49.59
5242,600753,*ST庚星,4.66,-4.9,-0.24,12195.0,5682870.0,0.0,4.66,4.66,4.66,4.9,0.17,0.53,-175.28,-215.93,1073231436.0,1073231436.0,0.0,0.0,-8.98,-25.44
5243,600694,大商股份,25.03,-4.9,-1.29,71835.0,183878322.0,6.0,26.5,24.92,26.11,26.32,1.7,2.29,7.46,0.88,7913298852.0,7835705852.0,0.0,0.04,-5.12,-5.08
5244,600696,*ST岩石,5.95,-4.95,-0.31,3456.0,2056320.0,0.0,5.95,5.95,5.95,6.26,1.65,0.1,-25.74,5.24,1990093114.0,1990093114.0,0.0,0.0,-36.63,-51.63
5245,600421,*ST华嵘,4.61,-4.95,-0.24,9056.0,4174816.0,0.0,4.61,4.61,4.61,4.85,0.13,0.46,-217.58,125.26,901716000.0,901716000.0,0.0,0.0,-12.19,-36.59
5246,600525,ST长园,3.44,-4.97,-0.18,7272.0,2501568.0,0.0,3.44,3.44,3.44,3.62,0.02,0.06,-12.4,1.13,4536603723.0,4536603723.0,0.0,0.0,-29.51,-29.51
5247,603580,*ST艾艾,15.86,-4.97,-0.83,428.0,678808.0,0.0,15.86,15.86,15.86,16.69,0.01,0.03,95.77,4.88,2072476952.0,2072476952.0,0.0,0.0,-7.95,-9.47
5248,002630,ST华西,3.44,-4.97,-0.18,7308.0,2513952.0,0.0,3.44,3.44,3.44,3.62,0.01,0.07,60.25,24.98,4061952000.0,3658886650.0,0.0,0.0,-8.75,-1.15
5249,002253,*ST智胜,8.22,-4.97,-0.43,9312.0,7654464.0,0.0,8.22,8.22,8.22,8.65,0.13,0.45,-36.43,1.66,1854646501.0,1707789091.0,0.0,0.0,-24.03,-40.52
5250,000851,*ST高鸿,2.1,-4.98,-0.11,23878.0,5014380.0,0.0,2.1,2.1,2.1,2.21,0.2,0.21,-14.24,4.1,2431506042.0,2377487335.0,0.0,0.0,-25.8,-30.46
5251,603980,吉华集团,4.58,-4.98,-0.24,662018.0,302165594.0,4.15,4.7,4.5,4.7,4.82,4.7,9.78,-37.31,0.8,3099896789.0,3099896789.0,0.44,0.44,5.77,4.81
5252,605199,ST葫芦娃,12.41,-4.98,-0.65,694.0,861254.0,0.0,12.41,12.41,12.41,13.06,0.01,0.02,50.99,6.85,4965349612.0,4965349612.0,0.0,0.0,-23.87,-22.1
5253,000518,*ST四环,1.91,-4.98,-0.1,13708.0,2618228.0,0.0,1.91,1.91,1.91,2.01,0.08,0.13,-30.89,5.53,1966452384.0,1966413174.0,0.0,0.0,-18.72,-24.51
5254,688200,XD华峰测,145.18,-4.99,-7.62,27619.0,404845887.0,5.61,152.55,143.98,151.5,152.8,1.62,2.04,79.37,5.56,19663096012.0,19663096012.0,-0.18,0.01,15.91,39.93
5255,600265,ST景谷,15.75,-5.01,-0.83,2342.0,3688650.0,0.0,15.75,15.75,15.75,16.58,0.12,0.18,-31.46,25.71,2044350000.0,2044350000.0,0.0,0.0,-5.35,-10.0
5256,000004,*ST国华,7.97,-5.01,-0.42,1441.0,1148477.0,0.0,7.97,7.97,7.97,8.39,0.02,0.11,-22.57,20.15,1055070848.0,1006516101.0,0.0,0.0,-23.44,-42.41
5257,600355,*ST精伦,2.65,-5.02,-0.14,10483.0,2777995.0,0.0,2.65,2.65,2.65,2.79,0.05,0.21,-33.32,10.63,1304036380.0,1304036380.0,0.0,0.0,-5.02,-22.29
5258,002211,ST宏达,2.46,-5.02,-0.13,552431.0,137231825.79,6.56,2.63,2.46,2.46,2.59,4.35,12.77,-81.11,50.8,1063890416.0,1063890416.0,-0.4,0.0,-25.68,-30.51
5259,603261,*ST立航,14.57,-5.02,-0.77,5757.0,8387949.0,0.0,14.57,14.57,14.57,15.34,0.32,0.74,-57.57,1.59,1135114053.0,1129248171.0,0.0,0.0,-33.29,-47.59
5260,002231,*ST奥维,3.02,-5.03,-0.16,16119.0,4867938.0,0.0,3.02,3.02,3.02,3.18,0.08,0.55,-41.31,3.98,1047487051.0,890352676.0,0.0,0.0,-43.23,-45.49
5261,301076,新瀚新材,39.1,-5.03,-2.07,308839.0,1225065215.64,12.07,43.0,38.03,42.1,41.17,1.62,36.56,81.23,4.51,5259888400.0,3302754518.0,0.0,0.18,27.24,26.46
5262,688009,中国通号,5.09,-5.04,-0.27,675455.0,346582236.0,4.85,5.34,5.08,5.33,5.36,3.7,0.78,23.99,1.17,53902178710.0,43880981620.0,-0.39,-0.2,-12.39,-18.69
5263,002693,*ST双成,8.1,-5.04,-0.43,3705.0,3001050.0,0.0,8.1,8.1,8.1,8.53,0.01,0.09,-83.64,8.76,3358986975.0,3330979978.0,0.0,0.0,-38.03,-55.81
5264,000908,*ST景峰,4.88,-5.06,-0.26,55158.0,26917104.0,0.0,4.88,4.88,4.88,5.14,0.18,0.63,-90.2,61.42,4293298833.0,4293298833.0,0.0,0.0,15.91,-0.2
5265,600801,华新水泥,12.01,-5.06,-0.64,310037.0,374695167.0,6.4,12.7,11.89,12.7,12.65,3.27,2.31,26.69,0.82,24968737744.0,16144750544.0,-0.08,0.0,-2.36,-0.74
5266,600278,东方创业,7.5,-5.06,-0.4,637399.0,478879148.0,5.95,7.8,7.33,7.63,7.9,1.19,7.31,29.56,0.87,6578578028.0,6539366678.0,0.54,1.08,14.68,7.3
5267,603828,ST柯利达,5.44,-5.06,-0.29,29978.0,16308032.0,0.0,5.44,5.44,5.44,5.73,0.19,0.5,63.45,4.29,3242023260.0,3241911560.0,0.0,0.0,65.85,87.59
5268,002846,英联股份,9.16,-5.08,-0.49,226115.0,212059494.7,6.42,9.78,9.16,9.78,9.65,1.29,8.8,87.09,2.77,3847141706.0,2354285759.0,-0.22,-0.11,14.21,11.44
5269,000595,*ST宝实,4.29,-5.09,-0.23,6565.0,2816385.0,0.0,4.29,4.29,4.29,4.52,0.03,0.06,-50.44,16.69,4884835810.0,4884835810.0,0.0,0.0,-18.6,-32.97
5270,002076,*ST星光,1.67,-5.11,-0.09,29243.0,4883581.0,0.0,1.67,1.67,1.67,1.76,0.27,0.28,-382.29,6.39,1852237900.0,1718330391.0,0.0,0.0,-46.98,-30.42
5271,002717,ST岭南,2.59,-5.13,-0.14,9751.0,2525509.0,0.0,2.59,2.59,2.59,2.73,0.01,0.06,-17.75,4.72,4714404915.0,4145960837.0,0.0,0.0,-13.67,-19.81
5272,001333,光华股份,20.86,-5.14,-1.13,64703.0,134784912.0,4.09,21.5,20.6,21.33,21.99,1.23,14.71,26.14,1.56,2670080000.0,917840000.0,-0.05,-0.05,17.45,20.51
5273,002047,*ST宝鹰,1.66,-5.14,-0.09,19308.0,3205128.0,0.0,1.66,1.66,1.66,1.75,0.21,0.13,-38.84,-117.76,2516972830.0,2516845042.0,0.0,0.0,-36.4,-46.45
5274,920008,成电光信,35.49,-5.16,-1.93,50801.0,176550300.33,10.02,36.6,32.85,33.03,37.42,2.12,15.31,-146.63,7.44,2262487500.0,1177356226.0,0.2,0.14,23.83,15.98
5275,688045,必易微,33.72,-5.17,-1.84,32928.0,110482011.0,3.94,34.38,32.98,34.0,35.56,2.3,8.74,-44.83,1.73,2354931257.0,1271077727.0,0.0,0.33,3.34,5.71
5276,600726,华电能源,2.37,-5.2,-0.13,1703448.0,412378185.0,6.4,2.52,2.36,2.49,2.5,1.09,6.2,9.82,4.43,18740386818.0,6511207257.0,-0.42,0.0,7.73,3.49
5277,000951,中国重汽,16.97,-5.2,-0.93,315698.0,536741676.29,6.31,17.87,16.74,17.81,17.9,3.73,2.69,16.06,1.28,19937533039.0,19937533039.0,0.0,0.06,-8.42,-0.06
5278,002627,三峡旅游,5.4,-5.26,-0.3,763182.0,418099702.1,7.37,5.77,5.35,5.76,5.7,0.71,10.64,58.76,1.26,3912847441.0,3872685287.0,-0.18,0.19,5.88,7.57
5279,002345,潮宏基,9.89,-5.27,-0.55,702328.0,703907336.3,5.75,10.38,9.78,10.21,10.44,1.38,8.1,11.63,2.36,8787390672.0,8574673170.0,-0.2,-0.3,92.79,70.22
5280,601969,海南矿业,6.99,-5.28,-0.39,270566.0,191467344.0,4.74,7.32,6.97,7.31,7.38,1.99,1.37,21.78,1.96,13971557744.0,13826891306.0,0.0,0.0,3.1,-1.41
5281,002185,华天科技,9.28,-5.31,-0.52,949949.0,884688457.2,2.86,9.48,9.2,9.48,9.8,4.44,2.97,-401.24,1.8,29737617533.0,29730705279.0,0.11,0.11,-17.58,-20.07
5282,002094,青岛金王,6.92,-5.34,-0.39,1837029.0,1298060560.35,6.84,7.4,6.9,7.35,7.31,0.74,26.61,136.82,3.21,4781011039.0,4777938559.0,0.14,0.0,34.11,25.82
5283,300927,江天化学,24.13,-5.41,-1.38,112852.0,277946597.0,6.62,25.8,24.11,25.5,25.51,0.8,8.01,1063.61,3.61,3483406800.0,3399644452.0,0.0,-0.37,30.08,46.51
5284,002440,闰土股份,6.96,-5.43,-0.4,534754.0,377876266.11,4.21,7.25,6.94,7.15,7.36,3.79,5.65,40.92,0.83,7823039339.0,6586661619.0,0.0,0.0,0.87,3.73
5285,301196,唯科科技,66.18,-5.47,-3.83,98487.0,661720462.18,7.31,70.92,65.8,70.37,70.01,1.16,14.64,26.68,2.58,8259264000.0,4451749120.0,-0.15,-0.27,87.43,101.34
5286,600301,华锡有色,19.15,-5.48,-1.11,184427.0,356157950.0,3.16,19.7,19.06,19.3,20.26,1.99,6.7,19.74,2.92,12113667223.0,5272678291.0,0.0,0.16,8.68,12.58
5287,002555,三七互娱,15.19,-5.53,-0.89,834290.0,1281129794.34,3.05,15.65,15.16,15.6,16.08,1.53,5.22,15.3,2.5,33603890374.0,24288313181.0,0.13,0.07,2.15,-2.88
5288,300721,怡达股份,13.66,-5.53,-0.8,190787.0,267058183.17,6.09,14.54,13.66,14.46,14.46,0.91,13.95,-15.55,1.9,2251806455.0,1867847828.0,-0.22,-0.22,8.24,12.15
5289,000603,盛达资源,13.46,-5.54,-0.79,216687.0,295276387.08,4.28,14.07,13.46,14.01,14.25,1.67,3.25,280.26,3.06,9286987397.0,8974002192.0,-0.3,-0.3,-2.75,12.26
5290,603117,万林物流,5.77,-5.56,-0.34,309816.0,182471397.0,5.73,6.11,5.76,6.11,6.11,1.06,5.17,410.94,3.4,3457370971.0,3457370971.0,-0.17,-0.17,5.87,-5.56
5291,301000,肇民科技,52.52,-5.57,-3.1,320141.0,1671085730.9,8.32,54.65,50.02,53.53,55.62,1.12,14.01,87.13,10.52,12718214314.0,12003522154.0,-0.08,-0.7,40.88,106.69
5292,688330,宏力达,24.36,-5.58,-1.44,33606.0,81942797.0,1.94,24.63,24.13,24.5,25.8,3.66,2.4,40.8,0.9,3410400000.0,3410400000.0,0.0,-0.08,-7.87,-7.16
5293,002931,锋龙股份,15.91,-5.63,-0.95,93504.0,153239743.76,6.82,17.0,15.85,16.7,16.86,1.36,4.66,107.66,3.67,3476428169.0,3191730111.0,-0.06,0.0,-1.12,-2.15
5294,301498,乖宝宠物,108.5,-5.74,-6.61,42655.0,470439725.77,4.71,113.76,108.34,113.73,115.11,1.14,2.38,53.15,10.0,43404828250.0,19423878212.0,-0.36,-0.36,10.19,38.53
5295,002376,新北洋,6.62,-5.83,-0.41,1233891.0,838258342.09,8.11,7.16,6.59,6.9,7.03,2.91,15.67,272.45,1.38,5365924021.0,5213015354.0,-0.3,0.0,2.64,1.53
5296,835670,数字人,13.65,-5.99,-0.87,77787.0,104162085.38,12.33,13.97,12.18,12.21,14.52,1.73,11.67,-135.43,6.07,1449389760.0,909750947.0,0.0,0.22,-10.61,-11.42
5297,603577,汇金通,7.76,-6.05,-0.5,156073.0,122746471.0,4.72,8.15,7.76,8.08,8.26,3.44,4.6,44.0,1.38,2631719416.0,2631719416.0,0.0,-0.13,-6.51,-2.88
5298,600303,曙光股份,3.85,-6.1,-0.25,469216.0,184818103.0,6.1,4.1,3.85,4.0,4.1,0.67,6.95,-9.04,2.07,2631876212.0,2601076212.0,-0.26,-0.52,38.99,29.19
5299,600279,重庆港,5.32,-6.17,-0.35,410069.0,223569655.0,6.35,5.67,5.31,5.58,5.67,0.87,3.46,-181.09,0.94,6314128626.0,6314128626.0,-0.19,0.19,12.71,10.14
